,Mobilidade_Morador,Mobilidade_Povo_Rua,Indice_Gini_Morador,Indice_Gini_Povo_Rua
0,0.7030953885028427,0.6653386454183267,0.07889029269319858,0.331195219123506
1,0.7104653611286587,0.6733067729083665,0.07544535691724574,0.34673306772908363
2,0.7125710675931776,0.6693227091633466,0.08278584965255842,0.3471314741035857
3,0.7096230785428511,0.6693227091633466,0.09366814066119189,0.3694422310756972
4,0.7138344914718888,0.6693227091633466,0.08910296904611503,0.32386454183266933
5,0.7327858496525584,0.6733067729083665,0.09960623289113502,0.38984063745019926
6,0.7212044640977048,0.6653386454183267,0.09329753632343651,0.3758167330677291
7,0.7165719098757634,0.6653386454183267,0.09218993472309955,0.3347808764940239
8,0.7207833228048011,0.6613545816733067,0.11753421773004846,0.3432270916334661
9,0.704358812381554,0.6653386454183267,0.11780374815750683,0.3845019920318725
10,0.7351021267635292,0.6653386454183267,0.13572331017056227,0.36593625498007964
11,0.7201516108654453,0.6573705179282868,0.14905243209096652,0.3797211155378486
12,0.6976205516950937,0.6613545816733067,0.15305748578648137,0.36537848605577694
13,0.702674247209939,0.6653386454183267,0.14871973046957254,0.37278884462151396
14,0.7188881869867341,0.6533864541832669,0.1557864813644978,0.3658565737051793
15,0.7028848178563908,0.6693227091633466,0.16308064855759108,0.332390438247012
16,0.707938513371236,0.6573705179282868,0.16749842072015164,0.35621513944223104
17,0.7125710675931776,0.6733067729083665,0.1925142135186355,0.35127490039840636
18,0.709833649189303,0.6653386454183267,0.18182143609180879,0.39302788844621517
19,0.7024636765634871,0.6613545816733067,0.19344914718888184,0.38928286852589644
20,0.6870920193724994,0.6653386454183267,0.20029269319856813,0.339003984063745
21,0.682459465150558,0.649402390438247,0.21324699936828806,0.35780876494023905
22,0.6820383238576543,0.6653386454183267,0.21162981680353754,0.38354581673306776
23,0.6677195198989261,0.6533864541832669,0.23184038744998947,0.3615537848605578
24,0.6738260686460308,0.6533864541832669,0.22940619077700575,0.3379681274900399
25,0.6736154979995789,0.6573705179282868,0.21506632975363238,0.34601593625498006
26,0.7182564750473784,0.6414342629482072,0.21230785428511267,0.3584462151394422
27,0.6944619919983155,0.6613545816733067,0.2236702463676563,0.3114342629482072
28,0.6828806064434618,0.649402390438247,0.2389660981259213,0.3188446215139442
29,0.6887765845441145,0.6454183266932271,0.24489155611707725,0.33701195219123503
30,0.6849863129079806,0.6573705179282868,0.2342661612971152,0.35438247011952195
31,0.7140450621183407,0.6533864541832669,0.228214360918088,0.3468924302788845
32,0.7214150347441567,0.649402390438247,0.2219056643503896,0.34649402390438244
33,0.7150979153506001,0.6653386454183267,0.23520951779321964,0.3435458167330677
34,0.6971994104021899,0.6533864541832669,0.24594019793640765,0.3427490039840637
35,0.6965676984628343,0.6573705179282868,0.25343651295009473,0.34179282868525895
36,0.7108865024215625,0.6533864541832669,0.2405748578648137,0.31286852589641434
37,0.7327858496525584,0.649402390438247,0.23233312276268692,0.3353386454183267
38,0.768372288902927,0.6533864541832669,0.208883975573805,0.3607569721115538
39,0.7698462834280901,0.6533864541832669,0.19291850915982311,0.37509960159362554
40,0.7759528321751947,0.649402390438247,0.2101810907559486,0.30394422310756974
41,0.7666877237313119,0.6693227091633466,0.22468098547062543,0.33549800796812745
42,0.7536323436512951,0.6613545816733067,0.2233038534428301,0.33159362549800797
43,0.7580543272267846,0.6533864541832669,0.22466835123183826,0.3610756972111554
44,0.7437355232680565,0.6573705179282868,0.2315245314803116,0.40163346613545814
45,0.7441566645609602,0.6573705179282868,0.2291787744788376,0.33183266932270916
46,0.7561591914087177,0.6653386454183267,0.22532533164876822,0.34968127490039846
47,0.7441566645609602,0.6772908366533864,0.23709201937249946,0.31741035856573707
48,0.7532112023583912,0.6733067729083665,0.2351210781217098,0.35151394422310756
49,0.7494209307222574,0.649402390438247,0.22778479679932617,0.31916334661354584
