,Basico,Igreja,IgrejaPolicia
Mobilidade_Morador,0.0,0.0,0.8056432933249105
Mobilidade_Povo_Rua,0.4422310756972111,0.4621513944223107,0.6454183266932271
Indice_Gini_Morador,0.6663781848810275,0.648766056011792,0.2232406822488944
Indice_Gini_Povo_Rua,0.4090438247011952,0.4172509960159363,0.3454581673306772
