,Mobilidade_Morador,Mobilidade_Povo_Rua,Indice_Gini_Morador,Indice_Gini_Povo_Rua
0,0.7106759317751106,0.6693227091633466,0.08267635291640352,0.2918326693227091
1,0.707938513371236,0.6653386454183267,0.07989682038323853,0.3222709163346613
2,0.708149084017688,0.6693227091633466,0.08824384080859127,0.3292828685258964
3,0.71172878500737,0.6653386454183267,0.08252895346388711,0.32657370517928286
4,0.7092019372499474,0.6653386454183267,0.09334807327858496,0.34019920318725105
5,0.7022531059170352,0.6653386454183267,0.08647504737839551,0.35836653386454187
6,0.7087807959570436,0.6613545816733067,0.09888608128026954,0.30505976095617526
7,0.6980416929879975,0.6653386454183267,0.10407875342177297,0.3402788844621514
8,0.6965676984628343,0.6653386454183267,0.11104021899347227,0.2914342629482072
9,0.6940408507054117,0.6693227091633466,0.104297746894083,0.3284860557768925
10,0.6995156875131606,0.6613545816733067,0.11374815750684353,0.34498007968127486
11,0.696988839755738,0.6733067729083665,0.10094546220256895,0.317011952191235
12,0.6938302800589597,0.6653386454183267,0.10369551484523054,0.3020318725099602
13,0.6931985681196041,0.6693227091633466,0.10417140450621187,0.3797211155378486
14,0.6984628342809013,0.6653386454183267,0.11356285533796595,0.34800796812749
15,0.6976205516950937,0.6613545816733067,0.10810065276900405,0.28346613545816735
16,0.702674247209939,0.6772908366533864,0.1010507475257949,0.2935856573705179
17,0.7028848178563908,0.6613545816733067,0.10846704569383026,0.280199203187251
18,0.6965676984628343,0.6613545816733067,0.11975784375658038,0.3385258964143426
19,0.6883554432512108,0.6693227091633466,0.1066982522636345,0.29629482071713154
20,0.6910928616550853,0.6653386454183267,0.1016571909875763,0.30944223107569724
21,0.693409138766056,0.6653386454183267,0.10685828595493785,0.3153386454183267
22,0.6995156875131606,0.6613545816733067,0.12316066540324278,0.33494023904382475
23,0.6894082964834702,0.6613545816733067,0.11317540534849446,0.34760956175298807
24,0.6908822910086334,0.6613545816733067,0.1206843546009686,0.3473705179282869
25,0.6873025900189513,0.6533864541832669,0.10495893872394191,0.3455378486055777
26,0.6887765845441145,0.6573705179282868,0.11774478837650038,0.30601593625498014
27,0.6799326173931354,0.6533864541832669,0.11421141292903769,0.3127888446215139
28,0.6854074542008844,0.6573705179282868,0.11955569593598658,0.31366533864541835
29,0.6795114761002317,0.6613545816733067,0.11282164666245531,0.3226693227091634
30,0.6881448726047589,0.6533864541832669,0.12404506211834077,0.34800796812749
31,0.6759317751105496,0.6533864541832669,0.13619498841861444,0.3640239043824701
32,0.6712992208886082,0.649402390438247,0.12052432090966525,0.3460956175298805
33,0.6689829437776375,0.6533864541832669,0.1380016845651716,0.35039840637450204
34,0.6595072646873026,0.6573705179282868,0.14384712571067593,0.29557768924302785
35,0.6595072646873026,0.6573705179282868,0.13949252474205098,0.3386852589641435
36,0.6592966940408507,0.6533864541832669,0.13499894714676774,0.3372509960159362
37,0.6599284059802064,0.6533864541832669,0.14825647504737838,0.33677290836653384
38,0.6538218572331017,0.649402390438247,0.13641398189092446,0.3393227091633466
39,0.6632975363234365,0.6454183266932271,0.14017477363655506,0.3710358565737052
40,0.6561381343440724,0.6533864541832669,0.14545588544956833,0.34067729083665343
41,0.6517161507685829,0.6573705179282868,0.1596399241945673,0.3220318725099601
42,0.649610444304064,0.6613545816733067,0.1627942724784165,0.30792828685258966
43,0.6399241945672773,0.6533864541832669,0.1694146136028638,0.33525896414342626
44,0.6409770477995368,0.6573705179282868,0.16220046325542226,0.31733067729083664
45,0.6373973468098547,0.6613545816733067,0.1645125289534639,0.3283266932270916
46,0.6317119393556538,0.6573705179282868,0.17008001684565177,0.34968127490039846
47,0.6302379448304907,0.6613545816733067,0.1685049484101916,0.3305577689243028
48,0.6272899557801642,0.6533864541832669,0.1752895346388713,0.35254980079681275
49,0.6336070751737208,0.6573705179282868,0.16015792798483897,0.32912350597609563
50,0.6424510423247,0.649402390438247,0.16853442830069487,0.30689243027888446
51,0.6327647925879133,0.6573705179282868,0.16648768161718253,0.3085657370517928
52,0.6342387871130765,0.649402390438247,0.16048220678037484,0.30681274900398403
53,0.6367656348704991,0.6573705179282868,0.18276900400084228,0.32569721115537853
54,0.6230785428511265,0.6533864541832669,0.1887534217730048,0.33709163346613547
55,0.6247631080227416,0.6533864541832669,0.17877237313118555,0.29980079681274896
56,0.6182354179827332,0.6573705179282868,0.18839966308696565,0.3500796812749004
57,0.6192882712149926,0.6533864541832669,0.2012613181722468,0.3648207171314741
58,0.605811749842072,0.6533864541832669,0.1956053906085492,0.3747011952191235
59,0.5994946304485155,0.6573705179282868,0.198603916614024,0.377410358565737
60,0.6013897662665825,0.6573705179282868,0.2036702463676564,0.33079681274900397
61,0.5923352284691514,0.649402390438247,0.20088229100863342,0.3386852589641435
62,0.6041271846704569,0.649402390438247,0.2118740787534218,0.3234661354581674
63,0.5963360707517372,0.649402390438247,0.21472520530638028,0.3456175298804781
64,0.5929669404085071,0.6454183266932271,0.2229164034533586,0.29956175298804777
65,0.5712781638239629,0.6533864541832669,0.21712149926300273,0.31525896414342636
66,0.5683301747736366,0.6533864541832669,0.23029901031796174,0.33812749003984066
67,0.5605390608549168,0.6533864541832669,0.23178563908191196,0.32474103585657377
68,0.5630659086123394,0.6454183266932271,0.23700357970098973,0.3356573705179283
69,0.5521162349968415,0.6533864541832669,0.24789850494841015,0.3581274900398407
70,0.5441145504316698,0.6454183266932271,0.2537060433775532,0.3447410358565737
71,0.5409559907348915,0.649402390438247,0.25709623078542854,0.3552589641434263
72,0.5390608549168246,0.6454183266932271,0.2547462623710255,0.3182868525896414
73,0.5422194146136029,0.649402390438247,0.2456580332701621,0.3453784860557769
74,0.5363234365129501,0.6454183266932271,0.26928827121499266,0.30585657370517927
75,0.5129500947567909,0.6454183266932271,0.2903706043377553,0.38434262948207176
76,0.49357759528321754,0.6454183266932271,0.28720362181511894,0.3474501992031872
77,0.4933670246367656,0.6374501992031872,0.30852179406190783,0.30418326693227093
78,0.4645188460728574,0.6334661354581673,0.31551695093703935,0.3171713147410359
79,0.4443040640134765,0.6294820717131474,0.3300505369551484,0.3719123505976095
80,0.41377132027795327,0.6294820717131474,0.34887134133501796,0.35199203187250994
81,0.3809222994314593,0.6294820717131474,0.37195409559907355,0.38354581673306776
82,0.33291219204042954,0.6215139442231076,0.4131122341545589,0.328804780876494
