,Mobilidade_Morador,Mobilidade_Povo_Rua,Indice_Gini_Morador,Indice_Gini_Povo_Rua
0,0.6955148452305748,0.7051792828685259,0.08054537797431038,0.36513944223107575
1,0.7022531059170352,0.701195219123506,0.09387028848178569,0.3327888446215139
2,0.6978311223415455,0.7171314741035857,0.09076226574015578,0.3613147410358566
3,0.7020425352705832,0.7051792828685259,0.08189724152453148,0.34203187250996014
4,0.7033059591492946,0.7171314741035857,0.09232891134975785,0.2980478087649403
5,0.6940408507054117,0.701195219123506,0.07959781006527689,0.34776892430278883
6,0.6982522636344494,0.701195219123506,0.08747315224257735,0.3072111553784861
7,0.6957254158770267,0.7091633466135459,0.0941903558643925,0.33525896414342626
8,0.693619709412508,0.6972111553784861,0.09860812802695307,0.3143027888446215
9,0.6904611497157296,0.7051792828685259,0.09934933670246371,0.30474103585657375
10,0.6984628342809013,0.7091633466135459,0.09386607706885663,0.35231075697211156
11,0.6921457148873447,0.7051792828685259,0.10490840176879346,0.3526294820717132
12,0.6868814487260476,0.701195219123506,0.09940408507054121,0.3111155378486056
13,0.6900400084228259,0.7051792828685259,0.10107601600336913,0.3390836653386454
14,0.6803537586860392,0.6972111553784861,0.11094335649610443,0.3292828685258964
15,0.6851968835544325,0.7051792828685259,0.10368709201937254,0.3192430278884463
16,0.6904611497157296,0.7051792828685259,0.1016403453358602,0.33366533864541836
17,0.687934301958307,0.701195219123506,0.11220256896188674,0.32450199203187247
18,0.6797220467466835,0.701195219123506,0.11590018951358183,0.379402390438247
19,0.6784586228679722,0.6932270916334662,0.11273320699094547,0.3455378486055777
20,0.6774057696357128,0.6932270916334662,0.11779953674457777,0.33023904382470115
21,0.677195198989261,0.6932270916334662,0.1298989260897031,0.3400398406374502
22,0.6710886502421562,0.6852589641434262,0.11986312907980623,0.3269721115537849
23,0.6755106338176459,0.6772908366533864,0.11567698462834286,0.342191235059761
24,0.6689829437776375,0.6812749003984063,0.11730680143188044,0.34386454183266935
25,0.6689829437776375,0.6852589641434262,0.12983154348283854,0.3481673306772909
26,0.6618235417982733,0.6812749003984063,0.14081911981469786,0.3380478087649402
27,0.6592966940408507,0.6812749003984063,0.131895135818067,0.3561354581673307
28,0.6565592756369762,0.6733067729083665,0.14116024426194984,0.3889641434262948
29,0.6470835965466414,0.6733067729083665,0.14989892608970312,0.3384462151394423
30,0.6428721836176037,0.6653386454183267,0.15340703305959147,0.3418725099601594
31,0.6336070751737208,0.6653386454183267,0.15122973257527905,0.3268924302788845
32,0.6426616129711519,0.6693227091633466,0.1469214571488735,0.3658565737051793
33,0.6401347652137293,0.6693227091633466,0.1513813434407244,0.3823505976095618
34,0.640555906506633,0.6613545816733067,0.1506275005264266,0.3447410358565737
35,0.6460307433143819,0.6733067729083665,0.16274373552326804,0.3694422310756972
36,0.6272899557801642,0.6653386454183267,0.1557401558222784,0.34920318725099597
37,0.6338176458201726,0.6653386454183267,0.1590966519267214,0.3377290836653386
38,0.6283428090124237,0.6653386454183267,0.16663086965676988,0.3216334661354582
39,0.625815961255001,0.6613545816733067,0.16882080437986946,0.3522310756972111
40,0.6218151189724153,0.6653386454183267,0.1745272688987155,0.39087649402390434
41,0.6230785428511265,0.6613545816733067,0.17553800800168462,0.3739840637450199
42,0.6163402821646663,0.649402390438247,0.17985049484101923,0.3723107569721116
43,0.618656559275637,0.649402390438247,0.17237944830490626,0.3410756972111554
44,0.6154979995788588,0.649402390438247,0.1874857864813645,0.3566135458167331
45,0.6081280269530428,0.649402390438247,0.18958728153295434,0.32888446215139444
46,0.6102337334175616,0.649402390438247,0.18085281111813012,0.3358964143426295
47,0.6114971572962729,0.6414342629482072,0.18056643503895553,0.30944223107569724
48,0.6102337334175616,0.649402390438247,0.18449989471467676,0.3579681274900398
49,0.6072857443672353,0.6533864541832669,0.18727942724784163,0.3626693227091634
50,0.6070751737207833,0.6693227091633466,0.19733628132238368,0.3537450199203187
51,0.5944409349336702,0.6613545816733067,0.20548536534007156,0.34992031872509965
52,0.5847546851968836,0.6653386454183267,0.20618445988629186,0.29868525896414344
53,0.5904400926510844,0.6533864541832669,0.20590229522004633,0.3936653386454183
54,0.5782269951568751,0.6573705179282868,0.21431248683933457,0.358207171314741
